event_type,event_type_slug,instrumented_commit,instrumented_pr,instrumented_date,instrumented_author_email,retired_commit,retired_pr,retired_date,retired_author_email,last_code_change_date,call_site_count,call_site_retired_date,updated_at
"Pro Upgrade - Committee Check Page: Hover ""Upload"" help",pro_upgrade_committee_check_page_hover_upload_help,1c56e4c5094fa0dfdbbfe55fbaf0e43a2ca9e475,https://github.com/thegoodparty/omni/pull/1132,2025-11-11,lurchbulldog@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade - Committee Check Page: Hover “EIN number” help,pro_upgrade_committee_check_page_hover_ein_number_help,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,1c56e4c5094fa0dfdbbfe55fbaf0e43a2ca9e475,https://github.com/thegoodparty/omni/pull/1132,2025-11-11,lurchbulldog@gmail.com,2025-11-11,,,2026-06-30T20:12:33
Pro Upgrade - Committee Check Page: Hover “Name of Campaign Committee” help,pro_upgrade_committee_check_page_hover_name_of_campaign_committee_help,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,1c56e4c5094fa0dfdbbfe55fbaf0e43a2ca9e475,https://github.com/thegoodparty/omni/pull/1132,2025-11-11,lurchbulldog@gmail.com,2025-11-11,,,2026-06-30T20:12:33
Pro Upgrade - Committee Check Page: Hover “Upload” help,pro_upgrade_committee_check_page_hover_upload_help,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,1c56e4c5094fa0dfdbbfe55fbaf0e43a2ca9e475,https://github.com/thegoodparty/omni/pull/1132,2025-11-11,lurchbulldog@gmail.com,2025-11-11,,,2026-06-30T20:12:33
Pro Upgrade - Committee Check Page: Toggle EIN requirement,pro_upgrade_committee_check_page_toggle_ein_requirement,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade - EIN Viewed,pro_upgrade_ein_viewed,c1183769c51e92e8e7177d09c9604c083f3b8454,https://github.com/thegoodparty/omni/pull/1987,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - EIN: Click continue,pro_upgrade_ein_click_continue,c1183769c51e92e8e7177d09c9604c083f3b8454,https://github.com/thegoodparty/omni/pull/1987,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - EIN: Hover help,pro_upgrade_ein_hover_help,0b66488415b7ecbcf217d96901a9a5c15ad50b0c,https://github.com/thegoodparty/omni/pull/1987,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - Filing Details Submit Error,pro_upgrade_filing_details_submit_error,3ca192ba46e2cb82bcf8e84ee0ebce7fe856793a,https://github.com/thegoodparty/omni/pull/171,2026-06-16,tristan@goodparty.org,,,,,2026-06-16,,,2026-07-20T11:56:25
Pro Upgrade - Filing Details Submitted,pro_upgrade_filing_details_submitted,fd74078f7caa3d32df9f6d362ab5d18d10340452,https://github.com/thegoodparty/omni/pull/1970,2026-06-05,tomer@goodparty.org,,,,,2026-06-05,,,2026-06-30T20:12:33
Pro Upgrade - Filing Details Viewed,pro_upgrade_filing_details_viewed,001203d930501b41ed0b51c7a3551620d2ede502,https://github.com/thegoodparty/omni/pull/1939,2026-06-03,tomer@goodparty.org,,,,,2026-06-03,2,,2026-06-30T20:12:33
Pro Upgrade - Filing Instructions Viewed,pro_upgrade_filing_instructions_viewed,ecd2a35fadc270c7d5c4b5234ec6223962991f2a,https://github.com/thegoodparty/omni/pull/1985,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - Filing Instructions: Click continue to dashboard,pro_upgrade_filing_instructions_click_continue_to_dashboard,ecd2a35fadc270c7d5c4b5234ec6223962991f2a,https://github.com/thegoodparty/omni/pull/1985,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - Filing Instructions: Click email this to me,pro_upgrade_filing_instructions_click_email_this_to_me,ecd2a35fadc270c7d5c4b5234ec6223962991f2a,https://github.com/thegoodparty/omni/pull/1985,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - Filing Status Viewed,pro_upgrade_filing_status_viewed,6dfb6b9f0034b4b4e8caf8c7fad46d362c21f1fb,https://github.com/thegoodparty/omni/pull/1984,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - Filing Status: Click already filed,pro_upgrade_filing_status_click_already_filed,6dfb6b9f0034b4b4e8caf8c7fad46d362c21f1fb,https://github.com/thegoodparty/omni/pull/1984,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - Filing Status: Click not yet filed,pro_upgrade_filing_status_click_not_yet_filed,6dfb6b9f0034b4b4e8caf8c7fad46d362c21f1fb,https://github.com/thegoodparty/omni/pull/1984,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - Guidance Viewed,pro_upgrade_guidance_viewed,7f6db6f25fc3e3277698af890bce5a7e3bd7de36,https://github.com/thegoodparty/omni/pull/1986,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - Guidance: Click let's go,pro_upgrade_guidance_click_lets_go,7f6db6f25fc3e3277698af890bce5a7e3bd7de36,https://github.com/thegoodparty/omni/pull/1986,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - Locked Item: Click,pro_upgrade_locked_item_click,54770c93280dd2e2b0febcaa23ac3d73028287f7,https://github.com/thegoodparty/omni/pull/2001,2026-06-08,tomer@goodparty.org,,,,,2026-06-08,1,,2026-06-30T20:12:33
Pro Upgrade - Modal: Click Button,pro_upgrade_modal_click_button,8b0426df16c5949c469f122beaaf70b859ba0d1f,,2025-03-10,snayak00@gmail.com,,,,,2025-03-10,1,,2026-06-30T20:12:33
Pro Upgrade - Modal: Exit,pro_upgrade_modal_exit,8b0426df16c5949c469f122beaaf70b859ba0d1f,,2025-03-10,snayak00@gmail.com,,,,,2025-03-10,1,,2026-06-30T20:12:33
Pro Upgrade - Modal: Modal Shown,pro_upgrade_modal_modal_shown,8b0426df16c5949c469f122beaaf70b859ba0d1f,,2025-03-10,snayak00@gmail.com,,,,,2025-03-10,1,,2026-06-30T20:12:33
Pro Upgrade - PIN Entry Viewed,pro_upgrade_pin_entry_viewed,001203d930501b41ed0b51c7a3551620d2ede502,https://github.com/thegoodparty/omni/pull/1939,2026-06-03,tomer@goodparty.org,,,,,2026-06-03,2,,2026-06-30T20:12:33
Pro Upgrade - Payment Viewed,pro_upgrade_payment_viewed,c465ade2992cad108b60684aa48d84e57b125f6e,https://github.com/thegoodparty/omni/pull/1990,2026-06-07,tomer@goodparty.org,,,,,2026-06-07,1,,2026-06-30T20:12:33
Pro Upgrade - Service Agreement Page: Click back,pro_upgrade_service_agreement_page_click_back,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade - Service Agreement Page: Click finish,pro_upgrade_service_agreement_page_click_finish,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade - Splash Page: Click upgrade,pro_upgrade_splash_page_click_upgrade,8b0426df16c5949c469f122beaaf70b859ba0d1f,,2025-03-10,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade - Splash Page: Exit,pro_upgrade_splash_page_exit,8b0426df16c5949c469f122beaaf70b859ba0d1f,,2025-03-10,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade - Success Viewed,pro_upgrade_success_viewed,9a3d5e1de57e975a9a194e681e4f216a63c642d6,https://github.com/thegoodparty/omni/pull/1992,2026-06-08,tomer@goodparty.org,,,,,2026-06-08,1,,2026-06-30T20:12:33
Pro Upgrade - Success: Click continue,pro_upgrade_success_click_continue,9a3d5e1de57e975a9a194e681e4f216a63c642d6,https://github.com/thegoodparty/omni/pull/1992,2026-06-08,tomer@goodparty.org,,,,,2026-06-08,1,,2026-06-30T20:12:33
Pro Upgrade - Value Prop Viewed,pro_upgrade_value_prop_viewed,4d37796a8d006151b6b85118974c80afa5fd7320,https://github.com/thegoodparty/omni/pull/1983,2026-06-06,tomer@goodparty.org,,,,,2026-06-06,1,,2026-06-30T20:12:33
Pro Upgrade - Value Prop: Click Get Pro,pro_upgrade_value_prop_click_get_pro,4d37796a8d006151b6b85118974c80afa5fd7320,https://github.com/thegoodparty/omni/pull/1983,2026-06-06,tomer@goodparty.org,,,,,2026-06-06,1,,2026-06-30T20:12:33
Pro Upgrade - Value Prop: Click Maybe later,pro_upgrade_value_prop_click_maybe_later,4d37796a8d006151b6b85118974c80afa5fd7320,https://github.com/thegoodparty/omni/pull/1983,2026-06-06,tomer@goodparty.org,,,,,2026-06-06,1,,2026-06-30T20:12:33
Pro Upgrade: Click Go to Stripe,pro_upgrade_click_go_to_stripe,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade: Click exit top nav,pro_upgrade_click_exit_top_nav,8b0426df16c5949c469f122beaaf70b859ba0d1f,,2025-03-10,snayak00@gmail.com,,,,,2025-03-10,1,,2026-06-30T20:12:33
Pro Upgrade: Confirm office,pro_upgrade_confirm_office,8b0426df16c5949c469f122beaaf70b859ba0d1f,,2025-03-10,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade: Edit office,pro_upgrade_edit_office,8b0426df16c5949c469f122beaaf70b859ba0d1f,,2025-03-10,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade: Exit edit office,pro_upgrade_exit_edit_office,8b0426df16c5949c469f122beaaf70b859ba0d1f,,2025-03-10,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro Upgrade: Submit edit office,pro_upgrade_submit_edit_office,8b0426df16c5949c469f122beaaf70b859ba0d1f,,2025-03-10,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Pro user can not download voter file page,pro_user_can_not_download_voter_file_page,7d03f67f7ae53ade7b5894b5841fccbb35e16dcc,,2024-06-30,tomer@goodparty.org,e8ff914684d44730c937d55ce128e81b57f3d0af,https://github.com/thegoodparty/omni/pull/886,2026-07-20,tomer@goodparty.org,2026-07-20,,,2026-07-27T12:04:25
Profile - Campaign Details: Click Save,profile_campaign_details_click_save,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Candidate Profile: Click Submit,profile_candidate_profile_click_submit,3a9eda2435a50c733d461fffb4c31cade6a4670f,https://github.com/thegoodparty/omni/pull/1769,2026-04-29,tomer@goodparty.org,,,,,2026-04-29,,,2026-06-30T20:12:33
Profile - Candidate Profile: Submit Success,profile_candidate_profile_submit_success,3a9eda2435a50c733d461fffb4c31cade6a4670f,https://github.com/thegoodparty/omni/pull/1769,2026-04-29,tomer@goodparty.org,fd74078f7caa3d32df9f6d362ab5d18d10340452,https://github.com/thegoodparty/omni/pull/1970,2026-06-05,tomer@goodparty.org,2026-06-05,,,2026-06-30T20:12:33
Profile - Fun Fact: Click Save,profile_fun_fact_click_save,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Profile - Office Details: Click Edit,profile_office_details_click_edit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Office Details: Click Save,profile_office_details_click_save,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Policy Priorities: Cancel Add,profile_policy_priorities_cancel_add,e2e5ed9386a69f3cfa83791cd0de5adce47f9413,https://github.com/thegoodparty/omni/pull/1769,2026-04-29,tomer@goodparty.org,,,,,2026-04-29,,,2026-06-30T20:12:33
Profile - Policy Priorities: Cancel Edit,profile_policy_priorities_cancel_edit,3a9eda2435a50c733d461fffb4c31cade6a4670f,https://github.com/thegoodparty/omni/pull/1769,2026-04-29,tomer@goodparty.org,,,,,2026-04-29,,,2026-06-30T20:12:33
Profile - Policy Priorities: Click Add,profile_policy_priorities_click_add,3a9eda2435a50c733d461fffb4c31cade6a4670f,https://github.com/thegoodparty/omni/pull/1769,2026-04-29,tomer@goodparty.org,,,,,2026-04-29,,,2026-06-30T20:12:33
Profile - Policy Priorities: Click Delete,profile_policy_priorities_click_delete,3a9eda2435a50c733d461fffb4c31cade6a4670f,https://github.com/thegoodparty/omni/pull/1769,2026-04-29,tomer@goodparty.org,,,,,2026-04-29,,,2026-06-30T20:12:33
Profile - Policy Priorities: Click Edit,profile_policy_priorities_click_edit,3a9eda2435a50c733d461fffb4c31cade6a4670f,https://github.com/thegoodparty/omni/pull/1769,2026-04-29,tomer@goodparty.org,,,,,2026-04-29,,,2026-06-30T20:12:33
Profile - Policy Priorities: Click Save,profile_policy_priorities_click_save,e1371f746f1db7146bb55de165e8725613e3d6aa,https://github.com/thegoodparty/omni/pull/1778,2026-04-30,tomer@goodparty.org,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Profile - Policy Priorities: Submit Add,profile_policy_priorities_submit_add,3a9eda2435a50c733d461fffb4c31cade6a4670f,https://github.com/thegoodparty/omni/pull/1769,2026-04-29,tomer@goodparty.org,,,,,2026-04-29,,,2026-06-30T20:12:33
Profile - Policy Priorities: Submit Delete,profile_policy_priorities_submit_delete,3a9eda2435a50c733d461fffb4c31cade6a4670f,https://github.com/thegoodparty/omni/pull/1769,2026-04-29,tomer@goodparty.org,,,,,2026-04-29,,,2026-06-30T20:12:33
Profile - Policy Priorities: Submit Edit,profile_policy_priorities_submit_edit,3a9eda2435a50c733d461fffb4c31cade6a4670f,https://github.com/thegoodparty/omni/pull/1769,2026-04-29,tomer@goodparty.org,,,,,2026-04-29,,,2026-06-30T20:12:33
Profile - Running Against: Cancel Add New,profile_running_against_cancel_add_new,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Running Against: Cancel Edit,profile_running_against_cancel_edit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Running Against: Click Add New,profile_running_against_click_add_new,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Running Against: Click Delete,profile_running_against_click_delete,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Running Against: Click Edit,profile_running_against_click_edit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Running Against: Click Save,profile_running_against_click_save,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Running Against: Submit Add New,profile_running_against_submit_add_new,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Running Against: Submit Edit,profile_running_against_submit_edit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Top Issues: Cancel Delete,profile_top_issues_cancel_delete,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Profile - Top Issues: Cancel Edit,profile_top_issues_cancel_edit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Profile - Top Issues: Click Delete,profile_top_issues_click_delete,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Profile - Top Issues: Click Edit,profile_top_issues_click_edit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Profile - Top Issues: Click Finish Entering Issues,profile_top_issues_click_finish_entering_issues,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Profile - Top Issues: Submit Delete,profile_top_issues_submit_delete,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Profile - Top Issues: Submit Edit,profile_top_issues_submit_edit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Profile - Why Running: Click Save,profile_why_running_click_save,e1371f746f1db7146bb55de165e8725613e3d6aa,https://github.com/thegoodparty/omni/pull/1778,2026-04-30,tomer@goodparty.org,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Profile - Why Section: Click Save,profile_why_section_click_save,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Resources - Resource Clicked,resources_resource_clicked,4e16c164e0a629ba6c5ea08b302c880de1df2b5c,https://github.com/thegoodparty/omni/pull/1040,2025-10-14,lurchbulldog@gmail.com,3f6a11a2d717831603f3640b481d6ce9ca6c6698,https://github.com/thegoodparty/omni/pull/1459,2026-02-23,patrick@goodparty.org,2026-02-23,,,2026-06-30T20:12:33
Schedule Text Campaign - Audience: Check Age,schedule_text_campaign_audience_check_age,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign - Audience: Check Audience,schedule_text_campaign_audience_check_audience,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign - Audience: Check Gender,schedule_text_campaign_audience_check_gender,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign - Audience: Check Political Party,schedule_text_campaign_audience_check_political_party,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign - Audience: Enter Audience Request,schedule_text_campaign_audience_enter_audience_request,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign - Script: Click Add your own script,schedule_text_campaign_script_click_add_your_own_script,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign - Script: Click Generate a new script,schedule_text_campaign_script_click_generate_a_new_script,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign - Script: Click Use a saved script,schedule_text_campaign_script_click_use_a_saved_script,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign - Script: Select Saved Script,schedule_text_campaign_script_select_saved_script,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign - Script: Submit added script,schedule_text_campaign_script_submit_added_script,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign: Back,schedule_text_campaign_back,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign: Exit,schedule_text_campaign_exit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign: Next,schedule_text_campaign_next,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,1,,2026-06-30T20:12:33
Schedule Text Campaign: Submit,schedule_text_campaign_submit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Scroll Depth,scroll_depth,,,,,,,,,,,,2026-06-30T20:12:33
Segment Consent Preference Updated,segment_consent_preference_updated,,,,,,,,,,,,2026-06-30T20:12:33
Serve Onboarding - Add Image Viewed,serve_onboarding_add_image_viewed,3f61c919fcb19db7270362a4767ab98ed1a10a88,https://github.com/thegoodparty/omni/pull/1022,2025-10-09,145415012+oakinh@users.noreply.github.com,,,,,2025-10-09,1,,2026-06-30T20:12:33
Serve Onboarding - BR Suggestion Changed,serve_onboarding_br_suggestion_changed,4cc1cb142febe9084e5dde6771d6bdbd29f25e46,https://github.com/thegoodparty/omni/pull/198,2026-06-18,145415012+oakinh@users.noreply.github.com,,,,,2026-06-18,1,,2026-06-30T20:12:33
Serve Onboarding - Confirm Viewed,serve_onboarding_confirm_viewed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Serve Onboarding - Constituency Profile Viewed,serve_onboarding_constituency_profile_viewed,3f61c919fcb19db7270362a4767ab98ed1a10a88,https://github.com/thegoodparty/omni/pull/1022,2025-10-09,145415012+oakinh@users.noreply.github.com,,,,,2025-10-09,1,,2026-06-30T20:12:33
Serve Onboarding - Getting Started Viewed,serve_onboarding_getting_started_viewed,3f61c919fcb19db7270362a4767ab98ed1a10a88,https://github.com/thegoodparty/omni/pull/1022,2025-10-09,145415012+oakinh@users.noreply.github.com,,,,,2025-10-09,1,,2026-06-30T20:12:33
Serve Onboarding - Know Your Constituents Completed,serve_onboarding_know_your_constituents_completed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Serve Onboarding - Know Your Constituents Viewed,serve_onboarding_know_your_constituents_viewed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Serve Onboarding - Magic Link Activated,serve_onboarding_magic_link_activated,4cc1cb142febe9084e5dde6771d6bdbd29f25e46,https://github.com/thegoodparty/omni/pull/198,2026-06-18,145415012+oakinh@users.noreply.github.com,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,2026-06-24,,,2026-06-30T20:12:33
Serve Onboarding - Magic Link Sent,serve_onboarding_magic_link_sent,4cc1cb142febe9084e5dde6771d6bdbd29f25e46,https://github.com/thegoodparty/omni/pull/198,2026-06-18,145415012+oakinh@users.noreply.github.com,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,2026-06-24,,,2026-06-30T20:12:33
Serve Onboarding - Meet Your Constituents Viewed,serve_onboarding_meet_your_constituents_viewed,3f61c919fcb19db7270362a4767ab98ed1a10a88,https://github.com/thegoodparty/omni/pull/1022,2025-10-09,145415012+oakinh@users.noreply.github.com,,,,,2025-10-09,1,,2026-06-30T20:12:33
Serve Onboarding - Net New Completed,serve_onboarding_net_new_completed,4cc1cb142febe9084e5dde6771d6bdbd29f25e46,https://github.com/thegoodparty/omni/pull/198,2026-06-18,145415012+oakinh@users.noreply.github.com,,,,,2026-06-18,1,,2026-06-30T20:12:33
